DATE,CUST_ID,DEVICE,P/C,製令編碼,vendor,Dut,PROCESS_ID,送修時間,STATUS,NEW針長,NOW針長,已用針長,送修時已使用TD,累積TD,總使用TD,PM TD,MTBF達成率,MTBF判定,送修原因,送修備註,維修成功率
2023/07/08,0,NA01859_NDCAPA,JB1XQS06,A2200923,0,1,1,2023-07-08 14:31:28,定期PM,12,9,2,4,831491,1078523,300000,82.3,FAIL,定期PM,NA01859A_CP1_PM,PASS
2023/07/08,0,NA02080A_COP_EVEN_MPI_NDC1PA,JB174S05,A2100874,0,1,3,2023-07-08 09:59:54,內修(舊),12,6,6,5,3893578,4150581,300000,85.7,FAIL,共面不佳,IQA_共面不佳,PASS
2023/07/08,0,NA02030G_MPI_N4C1PA,JB196S12,A2001224,0,1,3,2023-07-09 02:37:51,定期PM,12,9,3,5,2219519,2479421,300000,86.6,FAIL,定期PM,PM,PASS
2023/07/08,0,NA02080A_COP_N4CAPA,JB131S15,A2101907,0,1,4,2023-07-08 15:56:33,內修(舊),12,6,5,4,1911021,2133181,300000,74.1,FAIL,針位不良,NE02080A(COG48AA)-E-Y2-C_CP3_針位不佳 range 僅3 um,PASS
2023/07/08,12,PV9017A01AN3S1,JB1S1S03,N5110-22030043-00,1,1,23,2023-07-08 16:29:12,定期PM,12,10,1,9,429162,880605,500000,90.3,PASS,定期PM,PV9017A01AN3S1_IQA_PM,PASS
2023/07/08,1,HX83192-A-PC-SOURCE,JB1E2S37,N5110-23040042-R1,1,1,8,2023-07-08 08:37:33,內修(舊),11,11,1,3,4028,177002,500000,34.6,FAIL,共面不佳,IQA_共面不佳,PASS
2023/07/08,1,HX8033-M,JB2JYS23,A2300822-R2,0,2,2,2023-07-08 09:05:07,內修(舊),12,10,1,0,234901,281840,500000,9.4,FAIL,Short,PA1690U-68B_CP_CP1_DUT1_Bin4,PASS
2023/07/08,1,HX82103-A,VB1BVS01,A2101919,0,1,0,2023-07-08 21:05:31,外修(舊),12,9,3,2,362044,470230,500000,21.6,FAIL,燒熔針,熔針1PIN  PAD:126 PIN NAME:DASHD[1],PASS
2023/07/09,3,F108A1,VB1AAS11,A2300143,0,1,16,2023-07-09 14:21:42,定期PM,12,9,3,9,902161,1369008,500000,93.4,PASS,"常溫測試,定期PM",F108A1_CP2_定期PM,PASS
2023/07/09,0,NA01691_NDCAPB,JB2KLS25,N5110-23010059-00,1,2,1,2023-07-10 06:17:51,定期PM,11,9,2,1,1605275,1693614,100000,88.3,FAIL,定期PM,IQA_PM,PASS
2023/07/09,0,NA02030G_MPI_DXC1PE,TL8AFS01,A2001169,0,8,1,2023-07-10 00:44:33,內修(舊),10,6,4,1,1653255,1749981,300000,32.2,FAIL,共面不佳,NE02030A(COG48AA)-E-X10-C_CP1_共面不佳,PASS
2023/07/09,0,NA02080A_COP_N4CAPA,JB131S08,A2001295,0,1,4,2023-07-09 22:55:36,內修(舊),12,4,7,2,3933815,4056824,300000,41.0,FAIL,共面不佳,NE02080A(COG48AA)-E-Z-C_CP3_共面不佳,PASS
2023/07/09,7,ILISRY3C(2),JB2VYS08,A2300443,0,2,2,2023-07-09 07:31:20,定期PM,12,12,0,6,3666,346171,400000,85.6,FAIL,定期PM,ILISRY3C(2)_CP2_PM,PASS
2023/07/09,4,RA9155,TB1LDS09,A2200346,0,1,0,2023-07-09 09:43:36,內修(舊),12,10,2,4,514741,736740,500000,44.4,FAIL,共面不佳,RA9155_IQA_共面不佳,PASS
2023/07/09,1,HX83112-F-PC2(HSIF),JB1E8S03,N5010-20050017-00,1,1,3,2023-07-10 02:31:03,內修(舊),11,6,5,7,1572772,1929239,500000,71.3,FAIL,共面不佳,共面不佳,PASS
2023/07/09,1,HX82102A-LT,VB1A8S09,A2201064-R1,0,1,4,2023-07-10 02:32:51,內修(舊),12,7,4,0,1062272,1092027,500000,6.0,FAIL,"共面不佳,低溫測試",PA5269F-LTB_CP4_共面不佳,PASS
2023/07/09,0,NA01690-AT_NDC1PA,JB1P3S22,A2201212-R2,0,1,6,2023-07-09 19:51:25,定期PM,12,10,2,1,1185886,1273160,100000,87.3,FAIL,定期PM,IQA_PM,PASS
2023/07/09,1,HX83192-A-PC-SOURCE,JB1E2S22,N5110-21110299-00,1,1,8,2023-07-09 20:23:27,內修(舊),12,6,6,0,2205441,2251031,500000,9.1,FAIL,共面不佳,IQA_共面不佳,PASS
2023/07/09,1,HX83192-A-PC,VB4A2S04,N5010-22020241-00,1,4,2,2023-07-09 13:10:35,外修(舊),12,12,0,0,23326,23378,500000,0.0,FAIL,Function,"PA5478D_12U-LTB4_CP2_Bin224 Function FAIL
",FAIL
2023/07/09,12,PJ7018AAC202N2S1,VB220S02,N5010-21010014-00,1,2,2,2023-07-10 00:59:13,外修(舊),12,11,1,0,670978,671224,500000,0.1,FAIL,Function,PJ7018AH-CD3-0001_CP2_DUT2 BIN12,FAIL
2023/07/09,3,F108A1,VB1AAS07,A2201358,0,1,16,2023-07-09 17:05:21,內修(舊),11,6,6,3,2532861,2725762,500000,38.6,FAIL,"共面不佳,常溫測試",F108A1_CP2_IQA量測共面不佳,PASS
2023/07/09,0,NA01939_NDC1PE,JB8H2S18,CB21120001H-R1,3,8,0,2023-07-10 01:36:02,外修(舊),12,12,0,2,0,112935,300000,37.7,FAIL,共面不佳,NB01939C(COF94AA)-A-Y-C_CP1_共面不佳,PASS
2023/07/09,1,HX83102-E_CP_DUAL,JB295S04,UOA4C02-2103605,2,2,0,2023-07-10 02:22:11,內修(舊),12,6,5,1,1810358,1910278,500000,20.0,FAIL,共面不佳,IQA_共面不佳,PASS
2023/07/10,0,NA01404F_NDC1PC,JB4MES03,A2101793,0,4,0,2023-07-11 00:27:29,內修(舊),12,11,1,1,49846,145273,300000,31.8,FAIL,共面不佳,NA01404H-A-AT-C_CP1_共面不佳,PASS
2023/07/10,0,NA01690-AT_NDC1PA,JB1P3S20,A2201094-R1,0,1,6,2023-07-11 06:36:19,定期PM,12,10,2,1,1660353,1754650,100000,94.3,PASS,定期PM,NC01690I(COG46BA)-A-AT-C_CP2_PM,PASS
2023/07/10,0,NA02030G_MPI_N4C1PA,JB196S13,A2001225,0,1,3,2023-07-10 14:05:45,定期PM,12,8,4,5,2383037,2658624,300000,91.9,PASS,定期PM,NE02030A(COG48AA)-E-X10-C_CP2_PM,PASS
2023/07/10,0,NC01690_NDCHPD,JB6H1S08,A2300209-R1,0,6,0,2023-07-10 18:43:15,內修(舊),11,10,1,0,183614,208292,100000,24.7,FAIL,OPEN,NC01690I(COG46BA)-A-AT-C_CP1_Dut3 open,PASS
2023/07/10,0,NA02152_N4CAPD,VB6ASS05,A2300098,0,6,11,2023-07-10 15:39:56,內修(舊),11,11,0,4,0,245356,300000,81.8,FAIL,針位不良,"NA02152C(COG48AA)-E-Z1-C_CP2_輪工下卡清針發現 DUT4,5,6,針位不佳",PASS
2023/07/10,0,NA01690-AT_NDC1PA,JB1P3S19,A2200984,0,1,6,2023-07-10 15:46:10,定期PM,12,10,2,1,1638970,1733566,100000,94.6,PASS,定期PM,NC01690J(COG48AA)-A-AT-N5-C_CP2_PM,PASS
2023/07/10,0,NA02152_N4CAPD,VB6ASS06,A2300099,0,6,11,2023-07-11 01:39:45,內修(舊),11,11,0,2,271473,406279,300000,44.9,FAIL,"高溫測試,OPEN",NA02152D(COG48AA)-E-X4-C_CP1_o/s,PASS
2023/07/10,1,HX83102-E(CP2)-TYPE3-HSIF,JB181S10,A2200410-R1,0,1,2,2023-07-11 03:54:47,內修(舊),12,9,2,6,1117769,1441052,500000,64.7,FAIL,共面不佳,IQA_共面不佳,PASS
2023/07/10,1,HX8033-M,JB2JYS23,A2300822-R2,0,2,2,2023-07-11 04:04:57,內修(舊),12,10,2,1,281840,347377,500000,13.1,FAIL,OPEN,PA1690U-68B_CP2_O/S,PASS
2023/07/10,1,HX8290-B,JB1UJS13,N5010-21110292-00,1,1,9,2023-07-11 00:54:57,內修(舊),12,6,6,3,1183922,1370286,500000,37.3,FAIL,"高溫測試,OPEN",PA5129LS_12U80H-LT_CP3_BIN2 Open,PASS
2023/07/10,4,FAE079A,JB136S04,A2001524,0,1,0,2023-07-10 08:46:58,內修(舊),11,9,3,6,2020695,2364876,500000,68.8,FAIL,"Function,常溫測試",FAE079C-TD_CP2_BIN34 Function,PASS
2023/07/10,0,NA02030G_MPI_N4C1PA,JB196S15,A1901728,0,1,3,2023-07-10 12:18:15,定期PM,9,5,5,5,5291195,5544449,300000,84.4,FAIL,定期PM,NE02030A(COG48AA)-E-X10-C_CP2_PM,PASS
2023/07/10,6,VTOS6205-2DUT-E03,VB2CHC09,MPI2202036-R1,0,2,1,2023-07-10 16:55:14,內修(舊),11,6,5,0,310609,310699,80000,0.1,FAIL,"針位不良,常溫測試",VA2009C2-C_CP2_針位不佳,FAIL
2023/07/10,3,F108A1,VB1AAS12,A2300212-R1,0,1,16,2023-07-11 06:20:55,定期PM,12,9,2,9,903587,1361746,500000,91.6,PASS,"高溫測試,定期PM",RF108A4.C3_CP4_PM,PASS
2023/07/10,0,NA02030G_MPI_DXC1PE,TL8AFS05,A2001168,0,8,1,2023-07-10 15:27:19,內修(舊),11,9,3,2,1736670,1868496,300000,43.9,FAIL,"共面不佳,常溫測試",NE02030A(COG48AA)-E-X10-C_CP1_共面不佳,PASS
2023/07/10,4,FT8057T(HSIF),VB1BGS04,A2200379,0,1,0,2023-07-10 14:54:44,定期PM,11,8,3,9,1895442,2355781,500000,92.1,PASS,"常溫測試,定期PM",FT8057T(HSIF)_CP2_定期PM,PASS
2023/07/10,0,NA01682_NDCAPA,JB1GVS22,A2100478-R1,0,1,5,2023-07-11 03:19:00,內修(舊),12,5,6,1,1715204,1794278,100000,79.1,FAIL,"Function,低溫測試",NC01682A(COG48AA)-A-AT-N5-C_CP5_Bin100 Function,PASS
2023/07/11,0,NA01691_NDCAPB,JB2KLS23,A2201233,0,2,1,2023-07-11 08:42:39,定期PM,12,8,3,1,2099727,2184462,100000,84.7,FAIL,定期PM,NA01691_NDCAPB_CP2_定期PM,PASS
2023/07/11,6,VTOS8200_E03,VB152C01,N5010-20120217-00,1,1,0,2023-07-11 22:19:54,內修(舊),11,8,3,0,314019,322409,80000,10.5,FAIL,針位不良,VA2007E3-C_CP2_針位不佳,FAIL
2023/07/11,1,HX83108-A-PC,VB1ATS06,N5010-21110226-00,1,1,13,2023-07-11 09:26:19,定期PM,12,9,2,9,1525979,1976823,500000,90.2,PASS,定期PM,HX83108-A-PC_CP4_PM,PASS
2023/07/11,0,NA02030G_MPI_N4C1PA,JB196S07,A2001174,0,1,3,2023-07-12 01:12:09,定期PM,11,8,4,4,2561625,2806988,300000,81.8,FAIL,定期PM,PM,PASS
2023/07/11,7,ILIO1P0,TB1XMS03,A1201490,0,1,0,2023-07-12 02:24:04,內修(舊),11,5,6,1,3503758,3600724,400000,24.2,FAIL,針位不良,ILIO1P0AGHC-CB2CP_CP1_Range_3um,PASS
2023/07/11,1,HX83192-A-PC,VB4A2S02,N5010-22020239-00,1,4,2,2023-07-12 02:29:59,內修(舊),12,11,1,0,93964,100408,500000,1.3,FAIL,Function,PA5478D_12U-LTB4_CP2_Bin220.223.224,FAIL
2023/07/11,4,FAE079A,JB136S11,A2001504,0,1,0,2023-07-12 02:25:25,定期PM,13,10,3,9,2524714,2978334,500000,90.7,PASS,定期PM,IQA_PM,PASS
2023/07/11,1,HX8179-D00-04,KB4G9S02,A2100669,0,4,2,2023-07-11 08:02:19,內修(舊),11,5,6,0,2953621,2957416,500000,0.8,FAIL,針位不良,PA1669T-18D_MR_CP2_針位不佳，range:1um。,FAIL
2023/07/11,1,HX83102-E(CP2)-HSIF,KB1J4S01,A2100644-R1,0,1,2,2023-07-11 08:14:31,內修(舊),12,9,3,8,1684800,2096203,500000,82.3,FAIL,共面不佳,HX83102-E(CP2)-HSIF_CP2_共面不佳,PASS
2023/07/11,0,NA01691_NDCAPB,JB2KLS24,N5010-22120091-R2,1,2,1,2023-07-11 20:34:06,定期PM,11,6,5,1,1477671,1557030,100000,79.4,FAIL,定期PM,PM,PASS
2023/07/11,0,NA01682_NDCAPA,JB1GVS30,A2300813-R1,0,1,5,2023-07-11 14:31:49,內修(舊),12,10,1,0,260173,292641,300000,10.8,FAIL,針位不良,NC01682A(COG48AA)-A-AT-N5-C_CP2_針位不佳,PASS
2023/07/11,0,NA01691_NDCAPB,JB2KLS22,A2201213-R2,0,2,1,2023-07-11 14:34:41,定期PM,12,7,5,1,2249112,2331142,100000,82.0,FAIL,定期PM,NA01691_NDCAPB_CP1_PM,PASS
2023/07/11,0,NA01690-AT_NDC1PA,JB1P3S21,A2201187-R1,0,1,6,2023-07-11 14:58:39,定期PM,12,10,2,1,1259605,1356184,100000,96.6,PASS,定期PM,NA01690-AT_NDC1PA_CP3_定期PM,PASS
2023/07/11,1,HX8290-B,JB1UJS07,N5010-21030226-00,1,1,9,2023-07-12 06:06:47,內修(舊),11,5,6,0,1287639,1301939,500000,2.9,FAIL,"OPEN,Short",PA5129LS_12U80H-LT_CP3_跨卡點測固定O/S,FAIL
2023/07/11,4,FAF087(HSIF),VB158S02,A2000460,0,1,5,2023-07-12 05:43:04,定期PM,10,6,4,9,7731764,8187961,500000,91.2,PASS,定期PM,IQA_PM,PASS
2023/07/11,7,ILISRY3CA,JB1LWS15,A2001053-R2,0,1,0,2023-07-11 22:02:41,內修(舊),12,5,6,2,3871264,3994519,400000,30.8,FAIL,Function,ILISRY3FARC-CB2CP_CP1_Bin23,PASS
2023/07/11,0,NA01690-AT_NDC1PA,JB1P3S15,A2200427-R1,0,1,6,2023-07-11 08:54:12,內修(舊),12,8,4,1,2211361,2266217,100000,54.9,FAIL,Short,NC01690I(COG46BA)-A-AT-C_CP3_Bin3 Short,PASS
2023/07/12,6,VTOS8200_E03,VB152C02,CB2012004WSH,7,1,0,2023-07-12 18:38:21,外修(舊),12,8,3,0,179883,188809,80000,11.2,FAIL,共面不佳,VA2007E3-C_CP2_共面不佳,FAIL
2023/07/12,1,HX83108-A-PC,VB2ATS07,N5010-23050134-00,1,2,7,2023-07-12 13:50:20,內修(舊),12,12,0,0,0,10814,500000,2.2,FAIL,共面不佳,HX83108-A-PC_CP1_共面不佳,FAIL
2023/07/12,1,HX8290A,JB1TAS13,A2100953,0,1,4,2023-07-12 10:17:25,內修(舊),11,8,4,4,2421507,2634960,500000,42.7,FAIL,OPEN,PA5208K-LT_CP4_OPEN,PASS
2023/07/12,1,HX8290A,JB1TAS25,N5110-22030045-R1,1,1,4,2023-07-12 10:22:59,內修(舊),12,6,5,2,869721,984392,500000,22.9,FAIL,OPEN,PA5208K-LT_CP4_OPEN,PASS
2023/07/12,4,FUE021,JB1W8S10,A2200063,0,1,5,2023-07-12 19:39:40,內修(舊),12,9,3,8,1128430,1554286,500000,85.2,FAIL,針位不良,FUE021G-T2V_CP5_針位不佳,PASS
2023/07/12,6,VTOS8200_E03,VB152C01,N5010-20120217-00,1,1,0,2023-07-12 09:38:58,外修(舊),11,8,3,0,322409,322497,80000,0.1,FAIL,Function,VA2007E3-C_CP2_Bin84固定Pin Function不穩,FAIL
2023/07/12,2,SW83316,VB1B6S11,UOA3C01-2301622-R1,2,1,3,2023-07-12 15:05:39,內修(舊),11,6,5,8,2773451,3210128,500000,87.3,FAIL,Function,SW83316B_CP3_BIN23,PASS
2023/07/12,0,NA01682_NDCAPA,JB1GVS28,A2300171-R2,0,1,5,2023-07-13 03:31:09,內修(舊),11,10,1,3,303662,485821,300000,60.7,FAIL,共面不佳,NC01682A(COG48AA)-A-AT-N5-C_CP2_共面不佳,PASS
2023/07/12,1,HX83102-E(CP1)-HSIF,JB1J3S20,A2100397,0,1,3,2023-07-12 11:45:23,內修(舊),12,10,2,3,1043801,1223864,500000,36.0,FAIL,共面不佳,HX83102-E(CP1)-HSIF_CP3_共面不佳,PASS
2023/07/12,3,F108A1(8),VB8C5S05,A2300534,0,8,7,2023-07-12 12:06:38,內修(舊),12,12,0,3,1136,162716,500000,32.3,FAIL,Function,RF108A4.C3_CP1_測試中Function BIN6、BIN7過多,PASS
2023/07/12,0,NA02152-ODD-MPI_NDCAPA,VB1AGS01,A2101219,0,1,14,2023-07-13 02:47:16,外修(舊),12,9,3,0,2235423,2235542,300000,0.0,FAIL,Function,NA02152D(COG48BA)-E-Y4-C_CP5_Bin25,FAIL
2023/07/12,0,NA01785A_NDCAPA,JB154S07,N5010-22040187-R1,1,1,1,2023-07-12 09:07:33,定期PM,11,5,7,1,2647980,2739868,100000,91.9,PASS,定期PM,定期PM,PASS
2023/07/12,0,NA02030G_MPI_N4C1PA,JB196S19,A2000324,0,1,3,2023-07-12 22:32:46,定期PM,9,5,4,5,5373652,5648772,300000,91.7,PASS,定期PM,PM,PASS
2023/07/13,6,VTOS8200_E03,VB152C04,N5010-21040059-00,1,1,0,2023-07-13 23:54:44,內修(舊),12,10,2,0,201731,213930,80000,15.3,FAIL,其他,IQA_重對MASK,FAIL
2023/07/13,0,NA01052A-A-B_NDCAPA,TB1FKS53,CB20120007-R1,3,1,1,2023-07-13 08:37:31,外修(舊),12,5,7,5,3141855,3409806,300000,89.3,FAIL,定期PM,定期PM,PASS
2023/07/13,1,HX8033-M,JB2JYS23,A2300822-R2,0,2,2,2023-07-13 14:37:20,內修(舊),12,10,2,0,347377,347437,500000,0.0,FAIL,OPEN,7/13 MPI客服通知送駐廠確認針況,FAIL
2023/07/13,1,HX8272-A,JB1J8S14,A2200077-R1,0,1,4,2023-07-13 15:10:47,內修(舊),12,4,7,3,1757678,1939486,500000,36.4,FAIL,Function,PA5260H-LTB_CP4_BIN43,PASS
2023/07/13,0,NA02043_DXC1PE,TL8ACS04,A2001025,0,8,0,2023-07-13 16:24:21,外修(舊),12,9,3,0,1323660,1327289,300000,1.2,FAIL,OPEN,NA02043P(COG48AA)-E-X6-C_CP1_DUT 7 OPEN,FAIL
2023/07/13,0,NA01853_NDC1PA,JB1V9S05,A2200034,0,1,6,2023-07-13 22:25:11,內修(舊),12,8,4,0,770975,819487,100000,48.5,FAIL,針位不良,NB01853B(COG48AA)-A-AT-C_CP2_針位不佳,PASS
2023/07/13,4,FUE021,JB1W8S11,A2200064,0,1,5,2023-07-13 12:12:28,定期PM,12,10,2,9,1022360,1474675,500000,90.5,PASS,定期PM,PM,PASS
2023/07/13,0,NA01404B_NDCHPA,TB1INS29,A2100400-R1,0,1,6,2023-07-13 13:53:45,內修(舊),12,11,1,0,765583,794838,300000,9.8,FAIL,共面不佳,共面不佳,PASS
2023/07/13,0,NA01690-AT_NDC1PA,JB1P3S14,A2101902-R1,0,1,6,2023-07-13 08:19:11,內修(舊),12,5,7,1,3065665,3149492,100000,83.8,FAIL,針位不良,NC01690F(COG46BA)-A-AT-Z-C_CP2_針位不佳,PASS
2023/07/13,3,F100A1,JB130S36,A2101452,0,1,10,2023-07-13 08:08:33,定期PM,12,11,0,9,0,461474,500000,92.3,PASS,定期PM,PM,PASS
2023/07/13,0,NA01682_NDCAPA,JB1GVS27,A2200032-R1,0,1,5,2023-07-13 19:39:32,內修(舊),12,10,1,2,335139,442715,300000,35.9,FAIL,共面不佳,NC01682A(COG48AA)-A-AT-N5-C_CP4_共面不佳,PASS
2023/07/13,2,SW83316,VB4B6S01,UOA3C04-2204700,2,4,2,2023-07-13 19:46:09,定期PM,12,10,2,9,942734,1401294,500000,91.7,PASS,定期PM,SW83316B_CP3_PM,PASS
2023/07/13,0,NA02080A_COP_N4CAPA,JB131S13,A2101436,0,1,4,2023-07-13 19:50:42,定期PM,12,7,4,5,2301910,2586956,300000,95.0,PASS,定期PM,PM,PASS
2023/07/13,0,NA02080A_COP_N4CAPA,JB131S15,A2101907,0,1,4,2023-07-13 20:01:17,內修(舊),12,6,5,0,2133181,2137797,300000,1.5,FAIL,針位不良,NE02080A(COG48AA)-E-Y2-C_CP3_針位不佳,FAIL
2023/07/13,0,NA02043_ADG_N4C2PA,JB1HVS10,A2101470,0,1,2,2023-07-13 20:09:21,內修(舊),11,8,3,1,2184207,2262446,300000,26.1,FAIL,針位不良,NA02043P(COG48AA)-E-X4-C_CP2_針位不佳,PASS
2023/07/13,0,NA02030G_MPI_DXC1PE,TL8AFS08,A1901190,0,8,1,2023-07-14 00:47:06,內修(舊),11,5,6,1,2691179,2759619,300000,22.8,FAIL,"Function,其他",NE02030A(COG48AA)-E-X10-C_CP1_Dut4 bin7，檢查封口蓋,PASS
2023/07/13,0,NA01859_NDCAPA,JB1XQS08,N5010-23010144-R1,1,1,1,2023-07-14 01:06:39,定期PM,12,12,0,5,0,278181,300000,92.7,PASS,定期PM,IQA_PM,PASS
2023/07/13,1,HX83102-J(CP2),VB2DFS02,N5010-22010308-00,1,2,2,2023-07-14 04:12:31,內修(舊),12,6,5,0,1610770,1656872,500000,9.2,FAIL,Function,PA5465G_CP2_Dut2 Bin45 Function,PASS
2023/07/14,4,FUE021,JB1W8S12,A2200065,0,1,5,2023-07-15 01:59:32,內修(舊),12,10,3,6,1316989,1618115,500000,60.2,FAIL,共面不佳,IQA_CP2+3_共面不佳,PASS
2023/07/14,0,NA01690-AT_NDC1PA,JB1P3S25,A2300036-R1,0,1,6,2023-07-14 17:08:55,定期PM,12,11,1,1,654015,749416,100000,95.4,PASS,"高溫測試,定期PM","NC01690F(COG46BA)-A-AT-C_CP2_PM
",PASS
2023/07/14,0,NA02030G_MPI_NDC1PA,JB192S09,A2100164,0,1,3,2023-07-14 17:12:30,定期PM,12,9,2,5,1543543,1816618,300000,91.0,PASS,定期PM,IQA_PM,PASS
2023/07/14,0,NA01691_NDCAPB,JB2KLS25,N5110-23010059-00,1,2,1,2023-07-14 07:54:32,定期PM,11,9,2,1,1693614,1772567,100000,79.0,FAIL,"低溫測試,定期PM",NA01691G(COG48EA)-A-AT-C_CP2_PM,PASS
2023/07/14,0,NA01690-AT_NDC1PA,JB1P3S12,A2101372-R1,0,1,6,2023-07-14 08:20:52,定期PM,12,5,6,1,3573686,3662792,100000,89.1,FAIL,定期PM,NC01690F_CP3_PM,PASS
2023/07/14,0,NA01687_NDCAPC,JB4HKS06,A2201424-R1,0,4,0,2023-07-14 13:32:22,內修(舊),12,8,4,0,352375,372403,300000,6.7,FAIL,共面不佳,NA01687G(COG48BA)-A-AT-N2-C _CP1_共面不佳,PASS
2023/07/14,0,NA02030G_NDC1PA,JB187S02,A1901260,0,1,3,2023-07-14 13:38:17,定期PM,11,4,6,5,5270986,5544764,300000,91.3,PASS,定期PM,NE02030A(COG48AA)-E-X10-C_CP2_PM,PASS
2023/07/14,1,HX82102A-LT,VB1A8S14,A2300442,0,1,4,2023-07-15 06:08:30,內修(舊),12,11,1,3,0,173486,500000,34.7,FAIL,共面不佳,共面不佳,PASS
2023/07/14,4,FT8057T(HSIF),VB1BGS08,A2200783,0,1,0,2023-07-15 06:26:31,內修(舊),12,9,3,7,1822900,2201513,500000,75.7,FAIL,共面不佳,IQA_CP1_共面不佳,PASS
2023/07/14,0,NA02030G_MPI_NDC1PA,JB192S06,A2100161,0,1,3,2023-07-14 21:51:12,定期PM,12,9,2,5,2073883,2340574,300000,88.9,FAIL,定期PM,PM,PASS
2023/07/14,0,NA01785A_NDCAPA,JB154S09,N5010-22070178-R1,1,1,1,2023-07-14 20:54:00,定期PM,11,7,4,1,1459079,1529686,100000,70.6,FAIL,定期PM,PM,PASS
2023/07/14,0,NA02152-ODD-MPI_NDCAPA,VB1AGS06,A2300102,0,1,14,2023-07-14 20:59:45,定期PM,12,11,1,5,435389,712985,300000,92.5,PASS,定期PM,IQA_PM,PASS
2023/07/14,0,NA01690-AT_NDC1PA,JB1P3S24,A2201470-R1,0,1,6,2023-07-14 18:55:16,內修(舊),12,10,2,0,956310,1002648,100000,46.3,FAIL,"低溫測試,OPEN",NC01690I(COG46BA)-A-AT-C_CP3_Bin2 OPEN,PASS
2023/07/14,0,NA02152-EVEN-MPI_NDCAPA,VB1AHS03,A2101755,0,1,13,2023-07-14 18:56:32,內修(舊),12,10,2,5,2398901,2659706,300000,86.9,FAIL,Function,NA02152C(COG48CA)-E-Z1-C_CP4_Bin43 Function Fail,PASS
2023/07/14,1,HX82102A-LT,VB1A8S05,A2200596,0,1,9,2023-07-15 05:31:35,外修(舊),12,6,6,0,1332771,1340943,500000,1.6,FAIL,Function,"PA5269F_CP3_Bin13
",FAIL
2023/07/14,0,NA01691_NDCAPB,JB2KLS24,N5010-22120091-R2,1,2,1,2023-07-15 02:56:02,定期PM,11,6,5,1,1557030,1618620,100000,61.6,FAIL,定期PM,IQA_PM,PASS
2023/07/14,0,NB01657_NDCAPB,JB2PSS19,A2300782-R2,0,2,2,2023-07-14 12:43:25,定期PM,11,11,0,5,0,270626,300000,90.2,PASS,定期PM,ND01657B(COF94AA)-A-X-C_CP2_PM,PASS
2023/07/14,1,HX83102-J(CP2),VB2DFS04,N5010-23030159-00,1,2,2,2023-07-14 12:59:33,內修(舊),11,11,1,4,0,248554,500000,49.7,FAIL,共面不佳,PA5497_CP2_共面不佳,PASS
2023/07/14,1,HX8272-A,JB1J8S19,A2300536-R1,0,1,4,2023-07-14 13:25:01,內修(舊),13,12,1,3,13695,194584,500000,36.2,FAIL,共面不佳,PA5260_CP3+CP4_共面不佳,PASS
2023/07/14,4,FT8057T(HSIF),VB1BGS02,A2200377,0,1,0,2023-07-14 13:20:32,內修(舊),11,8,3,2,1681139,1827078,500000,29.2,FAIL,"Function,常溫測試",FNF107C-TM_CP2_Bin23 Function,PASS
2023/07/14,1,HX83112-F-PC1(HSIF),JB1E9S20,N5110-20060002-00,1,1,1,2023-07-15 01:50:54,內修(舊),12,7,4,8,4332640,4750216,500000,83.5,FAIL,共面不佳,IQA_共面不佳,PASS
2023/07/14,1,HX8298-A(CP1),TB1R7S33,A2300007-R2,0,1,1,2023-07-15 02:08:09,內修(舊),12,7,4,5,1575456,1857146,500000,56.3,FAIL,共面不佳,IQA_共面不佳,PASS
2023/07/15,1,HX83192-A-PC-SOURCE,JB1E2S24,N5110-21110366-00,1,1,8,2023-07-16 00:45:29,內修(舊),11,5,6,5,2428593,2714041,500000,57.1,FAIL,共面不佳,IQA_共面不佳,PASS
2023/07/15,0,NA01690-AT_NDC1PA,JB1P3S16,A2200531-R1,0,1,6,2023-07-15 17:29:19,定期PM,12,8,4,1,2023941,2118947,100000,95.0,PASS,"低溫測試,定期PM",NC01690J(COG48AA)-A-AT-N5-C_CP3_PM,PASS
2023/07/15,1,HX83112-F-PC1(HSIF),JB1E9S24,N5110-20060006-00,1,1,1,2023-07-16 04:36:38,定期PM,11,5,6,9,3447672,3910529,500000,92.6,PASS,定期PM,PM,PASS
2023/07/15,0,NA01691_NDCAPB,JB2KLS22,A2201213-R2,0,2,1,2023-07-15 11:08:45,內修(舊),12,6,6,1,2331142,2385745,100000,54.6,FAIL,OPEN,NA01691G(COG48EA)-A-AT-C_CP1_Dut2固定pin open,PASS
2023/07/15,1,HX82102A-LT,VB1A8S12,N5010-22080085-00,1,1,4,2023-07-15 20:11:23,內修(舊),11,8,3,4,647581,856324,500000,41.8,FAIL,共面不佳,共面不佳,PASS
2023/07/15,1,HX83192-A-PC-SOURCE,JB1E2S20,N5110-21110297-00,1,1,8,2023-07-16 01:58:01,內修(舊),12,5,7,0,2454738,2468179,500000,2.7,FAIL,OPEN,PA5478D_12U-LTB4_CP6_Bin102,FAIL
2023/07/15,2,SW80004,TC2QTS47,UOS0C02-2302631-R1,2,2,0,2023-07-16 02:23:36,定期PM,12,10,2,9,888591,1357724,500000,93.8,PASS,定期PM,PM,PASS
